Date of Auction,Auction List No.,Lot No.,Description,Quantity,Unit
"16/06/2022",1/2022,M-113,"Recorder, Multifunction, Vertical Chart",1,No.
"16/06/2022",1/2022,M-113,Junction Box,9,Nos.
"16/06/2022",1/2022,M-113,"Meter, Conductivity (Brand: Cole-Parmer, Model: 19800-55)",4,Nos.
"16/06/2022",1/2022,M-113,Air Sampler Upgrade Kit,1,No.
"16/06/2022",1/2022,M-113,Sample Equilibration System ,1,Set
"16/06/2022",1/2022,M-114,"Pole Pruner with Guide Bar and Saw Chain (12"")",3,Nos.
"16/06/2022",1/2022,M-114,Chain Saw 508mm,3,Nos.
"16/06/2022",1/2022,M-114,Chain Saw 320mm,24,Nos.
"16/06/2022",1/2022,M-114,Chain Saw 500mm,5,Nos.
"16/06/2022",1/2022,M-114,Chain Saw 35mm,13,Nos.
"16/06/2022",1/2022,M-114,Chain Saw 355mm,4,Nos.
"16/06/2022",1/2022,M-114,Chain Saw 330mm,8,Nos.
"16/06/2022",1/2022,M-114,Chain Saw 450mm,4,Nos.
"16/06/2022",1/2022,M-114,"Chain Saw 16""",4,Nos.
"16/06/2022",1/2022,M-114,Chain Saw 50cm,13,Nos.
"16/06/2022",1/2022,M-114,Chain Saw 300mm,2,Nos.
"16/06/2022",1/2022,M-114,Chain Saw 400mm,4,Nos.
"16/06/2022",1/2022,M-115,Lifepak CR Plus Semiautomatic Defibrillator (Brand: Medtronic),1,No.
"16/06/2022",1/2022,M-115,"Digital Camera (Brand: Canon, Model: IXUS 190)",2,Nos.
"16/06/2022",1/2022,M-116,Twin Warm Stove Activity Cabinet (Dismantled),1,No.
"16/06/2022",1/2022,M-116,"Cabinet, Steam Electric (Dismantled)",1,No.
"16/06/2022",1/2022,M-116,Electric Stainless Steel Steamer (Dismantled),1,No.
"16/06/2022",1/2022,M-116,"Beverage Cooler (Brand: Panasonic, Model: Smr-pt330dp)",1,No.
"16/06/2022",1/2022,M-116,Drinking Water Dispenser ,1,No.
"16/06/2022",1/2022,M-116,"Ice Maker (Brand: Manitowoc, Model: Iy-0524a+e500)",1,No.
"16/06/2022",1/2022,M-116,"Industrial Refrigerator (Brand: Sanyo, Model: Srf-fc781ne)",1,No.
"16/06/2022",1/2022,M-116,"Industrial Refrigerator (Brand: Panasonic, Model: Srf-781fc)",2,Nos.
"16/06/2022",1/2022,M-116,Commercial Electric Stainless Steel Soup Warmer,1,No.
"16/06/2022",1/2022,M-116,Commercial Electric Stainless Steel Oven,1,No.
"16/06/2022",1/2022,M-117,Film Cassette,1,No.
"16/06/2022",1/2022,M-117,"Camera (Brand: Tamron, Model: Fotovix Iix-s)",1,No.
"16/06/2022",1/2022,M-117,Camera Back Plate for 36 Film Exposure,1,No.
"16/06/2022",1/2022,M-117,"Film Scanning System (Brand: Tamron, Model: Tf-160wu)",1,Set
"16/06/2022",1/2022,M-118,"Digital Duplicator (Brand: Duplo, Model: DP-S520)",1,No.
"16/06/2022",1/2022,M-118,"LCD Projector (Brand: Sanyo, Model: Plc-Xw250) (Dismantled)",1,No.
"16/06/2022",1/2022,M-118,GPS Antenna,1,No.
"16/06/2022",1/2022,M-118,Screen Protector,1,No.
"16/06/2022",1/2022,M-119,"Digital Duplicator (Brand: Duplo, Model: DP-S520)",1,No.
"16/06/2022",1/2022,M-119,Lifepak Defibrillator (Brand: Medtronic),1,No.
"16/06/2022",1/2022,M-119,Water Heater (Brand: Noritz) (Dismantled),1,No.
"16/06/2022",1/2022,M-120,"Camera (Brand: Pentax, Model: Zoom 90wr)",1,No.
"16/06/2022",1/2022,M-120,"Digital Camera (Brand: Nikon, Model: Coolpix L5)",1,No.
"16/06/2022",1/2022,M-120,"Digital Camera (Brand: Nikon, Model: Coolpix P2)",1,No.
"16/06/2022",1/2022,M-120,"Video Camera Recorder (Brand: Sony, Model: Ccd-trv44e)",1,No.
"16/06/2022",1/2022,M-120,"Digital Video Camera Recorder (Brand: Panasonic, Model: Nv-gs120)",3,Nos.
"16/06/2022",1/2022,M-120,"Digital Video Camera Recorder (Brand: Panasonic, Model: Nv-gx7)",2,Nos.
"16/06/2022",1/2022,M-120,"Digital Video Camera Recorder (Brand: Sony, Model: Dcr-trv230e)",1,No.
"16/06/2022",1/2022,M-121,Drawing Table (over 80 kg),1,No.
"16/06/2022",1/2022,M-121,"Projector, Overhead (Tabletop)",1,No.
"16/06/2022",1/2022,M-122,"Mobile Phone (Brand: Nokia, Model: 3120)",5,Nos.
"16/06/2022",1/2022,M-122,"Mobile Phone (Brand: Nokia, Model: 8250)",2,Nos.
"16/06/2022",1/2022,M-122,"Blue Tooth Pocket PC (Brand: MIO, Model: A201)",1,No.
"16/06/2022",1/2022,M-122,"Label Printer (Brand: Brother, Model: PT 9200DX)",1,No.
"16/06/2022",1/2022,M-123,Binoculars,10,Nos.
"16/06/2022",1/2022,M-123,Instant Camera (Brand: Polaroid),8,Nos.
"16/06/2022",1/2022,M-123,Instant Camera (Brand: Fuji),1,No.
"16/06/2022",1/2022,M-124,"Camera (Brand: Nikon, Model: Zoom 400QD)",2,Nos.
"16/06/2022",1/2022,M-124,"Camera (Brand: Fuji, Model: Zoom Date 120)",1,No.
"16/06/2022",1/2022,M-124,"Camera (Brand: Pentax, Model: Espio 115M)",1,No.
"16/06/2022",1/2022,M-124,"Digital Camcorder (Brand: JVC, Model: GZ-MG77AH)",1,No.
"16/06/2022",1/2022,M-125,"Digital Video Camera (Brand: Sony, Model: Handy Type)",1,No.
"16/06/2022",1/2022,M-125,"Mobile Phone (Brand: Nokia, Model: XI-01)",1,No.
"16/06/2022",1/2022,M-125,"Digital Camera (Brand: Casio, Model: Exilim Pro-Ex-Z750)",1,No.
"16/06/2022",1/2022,M-125,"Digital Camera with Accessories (Brand: Canon, Model: IXUS 870 IS)",3,Sets
"16/06/2022",1/2022,M-125,"Auto Puncher (Brand: Lihit, Model: 2001 AA)",1,No.
"16/06/2022",1/2022,M-125,"Paper Trimmer (Brand: Ideal, Model: 1035)",1,No.
"16/06/2022",1/2022,M-125,"Laminator (Brand: Peach, Model: 330 ARP)",1,No.
"16/06/2022",1/2022,M-125,"Shredder (Brand: Ideal, Model: 2400 2mm)",1,No.
"16/06/2022",1/2022,M-126,"Camera (Brand: NIKON, Model: FE 4211277)",1,No.
"16/06/2022",1/2022,M-126,"Enlarger for 35mm work (Brand: Durst, Model: M670) with Accessories",1,No.
"16/06/2022",1/2022,M-126,"Film Dry Cabinet (Brand: Kodak, Model: X-25)",1,No.
"16/06/2022",1/2022,M-126,Flash (Brand: Pic),1,No.
"16/06/2022",1/2022,M-126,"Flash (Brand: METZ, Model: 45CL)",1,No.
"16/06/2022",1/2022,M-126,"Paper Trimmer (Brand: KOBRA, Model: 1300-R)",1,No.
"16/06/2022",1/2022,M-126,"Enlarger (Brand: DE VERE, Model: 508H)",1,No.
"16/06/2022",1/2022,M-126,"Timer (Brand: GraLab, Model: 300)",1,No.
"16/06/2022",1/2022,M-126,"Vacuum Contact Frame (Brand: nuArc, Model: KH5)",1,No.
"16/06/2022",1/2022,M-127,"Binoculars (Brand: Nikon, Model: 9x25 CF III)",1,No.
"16/06/2022",1/2022,M-127,"Digital Camera (Brand: Canon, Model: Powershot A620)",1,No.
"16/06/2022",1/2022,M-127,"Digital Camera (Brand: Canon, Model: Powershot A20)",1,No.
"16/06/2022",1/2022,M-127,64M Compact Flash Card (Brand: Kingston),1,No.
"16/06/2022",1/2022,M-127,Beacon Receiver for Handheld GPS (Brand: Garmin),1,No.
"16/06/2022",1/2022,M-127,"Handheld GPS (Brand: Garmin, Model: eTrex)",1,No.
"16/06/2022",1/2022,M-128,"Audio Mixer (Brand: Toa, Model: PP-9214)",2,Nos.
"16/06/2022",1/2022,M-128,"Quad Unit, Video (Brand: For-a, Model: MV-40EP)",1,No.
"16/06/2022",1/2022,M-128,"Video Recorder (Brand: For-a, Model: VTG-10)",1,No.
"16/06/2022",1/2022,M-128,"Lens, Auto-Iris (Brand: Cosmicar/Pentax, Model: HS316TE)",4,Nos.
"16/06/2022",1/2022,M-128,"Microphone (Brand: Audio-Technica, Model: AT-804)",8,Nos.
"16/06/2022",1/2022,M-128,Equipment Cabinet,1,No.
"16/06/2022",1/2022,M-128,"1/2"" Colour Video Camera (Brand: JVC, Model: TK-C1310E)",4,Nos.
"16/06/2022",1/2022,M-128,"Control Unit, Central CCU (Brand:BKE, Model: PRS-01)",1,No.
"16/06/2022",1/2022,M-128,"System Controller (Brand: JVC, Model: SR-S388E VCR)",1,No.
"16/06/2022",1/2022,M-129,"Projector (Brand: Epson, Model: EB905) (Dismantled)",1,No.
"16/06/2022",1/2022,M-129,"Projector (Brand: Infocus, Model: LitePro 570LS) (Dismantled)",1,No.
"16/06/2022",1/2022,M-130,"Mobile Phone (Brand: Nokia, Model: 6300)",2,Nos.
"16/06/2022",1/2022,M-130,"Mobile Phone (Brand: Samsung, Model: Galaxy Gio)",1,No.
"16/06/2022",1/2022,M-130,"Mobile Phone (Brand: Nokia, Model: X3-02)",1,No.
"16/06/2022",1/2022,M-130,"Mobile Phone (Brand: Blackberry, Model: BB9700)",1,No.
"16/06/2022",1/2022,M-131,Outboard Engine (Below 200 HP),51,Nos.
"16/06/2022",1/2022,M-132,"Digital Camera (Brand: Canon, Model: IXUS 200 IS) with Case",1,No.
"16/06/2022",1/2022,M-133,"Ladder, First Floor, Aluminium Alloy, 6.5 Metre",8,Nos.
"16/06/2022",1/2022,M-133,"Ladder, Double Extension, Aluminium Alloy, 10.5 Metre",7,Nos.
"16/06/2022",1/2022,M-134,"Fast Real-Time Polymerase Chain Reaction System (Brand: ABI, Model: 7900HT)",1,No.
"16/06/2022",1/2022,M-134,"Smart Cycler (Processing Block) (Brand: Cepheid, Model: 900-0067)",1,No.
"16/06/2022",1/2022,M-134,"Automic Cryotome (Brand: Shandon, Model: AS620E)",1,No.
"16/06/2022",1/2022,M-134,"Autostainer (Brand: Leica, Model: ST5010XL)",1,No.
"16/06/2022",1/2022,M-134,"Tissue Processor (Brand: Leica, Model: SLE-0530)",1,No.
"16/06/2022",1/2022,M-134,"Shandon Cryotome Cryostat (Brand: Thermo, Model: 77200226)",1,No.
"16/06/2022",1/2022,M-135,"Ultra-wideangle Lens (Brand: Nikon, Model: AF 20/2.8D)",1,No.
"16/06/2022",1/2022,M-135,"Camera (Brand: Nikon, Model: D3)",1,No.
"16/06/2022",1/2022,M-135,"Night Vision Owl Binoculars (Brand: Night Owl Optics?, Model: NOXB5)",1,No.
"16/06/2022",1/2022,M-135,"Hammer Drill (Brand: Makita, Model: 18V)",1,No.
"16/06/2022",1/2022,M-135,"Digital Camera (Brand: Canon, Model: SX30)",1,No.
"16/06/2022",1/2022,M-135,"Underwater Housing (Brand: Canon, Model: WP-DC34)",1,No.
"16/06/2022",1/2022,M-135,"Global Positioning System Plotter Sounder (Brand: ONWA, Model: KP-636)",1,No.
"16/06/2022",1/2022,M-135,"Digital Camera (Brand: Canon, Model: Powershot G12)",1,No.
"16/06/2022",1/2022,M-135,"Electric Cutting Machine (Brand: Makita, Model: 2414NB)",1,No.
"16/06/2022",1/2022,M-135,"Underwater Housing (Brand: Canon, Model: WP-DC43)",1,No.
"16/06/2022",1/2022,M-135,"Digital Camera (Brand: Canon, Model: Powershot S100)",1,No.
"16/06/2022",1/2022,M-135,"Flying and Aerial Photography Device (Brand: DJI, Model: New Phantom 2 V.20)",1,No.
"16/06/2022",1/2022,M-135,"Diving Watch (Brand: Xtender, Model: Scubapro)",1,No.
"16/06/2022",1/2022,M-135,"Underwater Monitor System with 50m Cable (Brand: SENU, Model: S807)",1,No.
"16/06/2022",1/2022,M-136,"Digital Camera (Brand: Kodak, Model: DC-260)",1,No.
"16/06/2022",1/2022,M-136,"Digital Camera (Brand: Nikon, Model: Coolpix P900)",1,No.
"16/06/2022",1/2022,M-136,"Digital Camera (Brand: Nikon, Model: Coolpix P330)",1,No.
"16/06/2022",1/2022,M-136,"Digital Camera (Brand: Sony, Model: DSC-TX5)",3,Nos.
"16/06/2022",1/2022,M-136,"Digital Camera (Brand: Canon, Model: Powershot S95)",3,Nos.
"16/06/2022",1/2022,M-136,"Digital Camera (Brand: Nikon, Model:Cool Pix 885)",1,No.
"16/06/2022",1/2022,M-136,"Digital Camera (Brand: Nikon, Model: Zoom 100)",1,No.
"16/06/2022",1/2022,M-136,"Digital Camera (Brand: Sony, Model: DSC-P71)",2,Nos.
"16/06/2022",1/2022,M-136,"Memory Stick 128MB (Brand: Sony, Model: MSA-128A)",2,Nos.
"16/06/2022",1/2022,M-136,"Digital Camera (Brand: Olympus, Model: C-2000 Zoom)",1,No.
"16/06/2022",1/2022,M-136,"Digital Camera (Brand: Panasonic, Model: DMC-FX07)",3,Nos.
"16/06/2022",1/2022,M-136,"Digital Camera (Brand: Canon, Model: A20)",1,No.
"16/06/2022",1/2022,M-136,"Digital Camera (Brand: Canon, Model: IXUS 1001S)",5,Nos.
"16/06/2022",1/2022,M-136,"Digital Camera (Brand: Panasonic, Model: DMC-FS5)",2,Nos.
"16/06/2022",1/2022,M-136,"Digital Camera (Brand: Nikon, Model: Cool PIX P310)",1,No.
"16/06/2022",1/2022,M-136,"Digital Camera (Brand: Canon, Model:S120)",1,No.
"16/06/2022",1/2022,M-136,"Digital Camera (Brand: Konica Minolta, Model:Dimage Z6)",1,No.
"16/06/2022",1/2022,M-136,"Digital Video Camera Recorder (Brand: Sharp, Model: VLE8E)",1,No.
"16/06/2022",1/2022,M-136,"Digital Video Camera Recorder (Brand: Sony, Model: DR-TRV-7 E (Pal))",1,No.
"16/06/2022",1/2022,M-136,"Camera (Brand: Panasonic, Model: DCNV-GS150)",1,No.
"16/06/2022",1/2022,M-136,"Mobile Phone (Brand: Sony, Model: Xperia V)",12,Nos.
"16/06/2022",1/2022,M-136,"Mobile Phone (Brand: LG, Model: G3 Beat)",34,Nos.
"16/06/2022",1/2022,M-136,"Mobile Phone (Brand: Samsung, Model: A5100)",47,Nos.
"16/06/2022",1/2022,M-136,"Mobile Phone (Brand: Samsung, Model: C5000)",14,Nos.
"16/06/2022",1/2022,M-137,Aluminium Name Plates (Size: L200mm x H50mm x D8mm),2,Nos.
"16/06/2022",1/2022,M-137,"Thermal Pot (4L) (Brand: Panasonic, Model: NC-BH40P)",1,No.
"16/06/2022",1/2022,M-137,"Electric Steamer (10L) (Brand: Philips, Model: HD9140/91)",1,No.
"16/06/2022",1/2022,M-137,"Electric Drilling Machine (Brand: Uchida, Model: VS-25)",1,No.
"16/06/2022",1/2022,M-137,"Paper Shredder (Brand: HSM, Model: Securio B22)",1,No.
"16/06/2022",1/2022,M-137,Aluminium Name Plate (Size: L200mm x H50mm x D8mm) and Aluminium Stand (Size: L213mm x H108mm x D14mm),1,Set
"16/06/2022",1/2022,M-137,4-drawer Steel Filing Cabinet (Size: W465mm x H1315mm x D610mm),2,Nos.
"16/06/2022",1/2022,M-137,"Thermal Pot (4L) (Brand: Panasonic, Model: NC-BH40P)",2,Nos.
"16/06/2022",1/2022,M-138,Steel Movable TV Trolley,1,No.
"16/06/2022",1/2022,M-138,"Flash Light (Brand: Canon, Model: 430 EX)",1,No.
"16/06/2022",1/2022,M-138,"Camera (Brand: Nikon, Model: J2)",1,No.
"16/06/2022",1/2022,M-138,"Camera (Brand: Nikon, Model: P330)",1,No.
"16/06/2022",1/2022,M-138,"Digital Camera - Body Only (Brand: Nikon, Model: D7000)",1,No.
"16/06/2022",1/2022,M-138,"Camera (Brand: Sony, Model: DSL-RX10DC)",1,No.
"16/06/2022",1/2022,M-138,Deioniser,1,No.
"16/06/2022",1/2022,M-138,Electronic Balance (Brand: Dragon204),1,No.
"16/06/2022",1/2022,M-138,Electronic Balance (Brand: OHAUS),5,Nos.
"16/06/2022",1/2022,M-138,"Visualizer (Brand: VEGA, Model: V-810) (Dismantled)",1,No.
"16/06/2022",1/2022,M-138,"Treadmill (Brand: NordicTrack, Model: T17.2)",2,Nos.
"16/06/2022",1/2022,M-138,Microwave Oven (Brand: Panasonic),1,No.
"16/06/2022",1/2022,M-138,Stainless Steel Easels Art,2,Nos.
"16/06/2022",1/2022,M-138,Rotary Trimmer (Brand: Reyel),1,No.
"16/06/2022",1/2022,M-138,Young's Modulus Apparatus,1,No.
"16/06/2022",1/2022,M-138,Resistance Box,5,Nos.
"16/06/2022",1/2022,M-138,Inclined Plane,2,Nos.
"16/06/2022",1/2022,M-138,Potentiometer,2,Nos.
"16/06/2022",1/2022,M-138,Magdeburg Hemisphere,2,Nos.
"16/06/2022",1/2022,M-138,Van de Graaff Generator,1,No.
"16/06/2022",1/2022,M-138,Labpack Radford,2,Nos.
"16/06/2022",1/2022,M-138,Stopclock,1,No.
"16/06/2022",1/2022,M-138,Oscilloscope,1,No.
"16/06/2022",1/2022,M-138,Finishing Sander Attachment (Brand: Black & Decker),1,No.
"16/06/2022",1/2022,M-138,"DVD Player (Brand: Samsung, Model: DVD-P380K)",1,No.
"16/06/2022",1/2022,M-138,"Headphone Amplifier (Brand: Behringer, Model: HA-800)",1,No.
"16/06/2022",1/2022,M-138,"DVD Player (Brand: Pioneer, Model: DV-3015)",1,No.
"16/06/2022",1/2022,M-138,"DVD Player (Brand: Philips, Model: DVP-3260K)",1,No.
"16/06/2022",1/2022,M-138,4 in 4 out Video and Audio Mixer (Brand: Hopewell),1,No.
"16/06/2022",1/2022,M-138,"Headphone Amplifier (Brand: Behringer, Model: HA-400)",2,Nos.
"16/06/2022",1/2022,M-138,Book Trolley,2,Nos.
"16/06/2022",1/2022,M-138,Folding Table with wheels,9,Nos.
"16/06/2022",1/2022,M-138,"Laminator (Brand: Photonex-sync, Model: 325)",1,No.
"16/06/2022",1/2022,M-138,Paper Shredding Machine,1,No.
"16/06/2022",1/2022,M-138,Plasma Sterilizer (Wall Mounted) (Dismantled),8,Nos.
"16/06/2022",1/2022,M-138,Plasma Sterilizer (Desktop),5,Nos.
"16/06/2022",1/2022,M-139,Nasometer (Model: 6200),1,No.
"16/06/2022",1/2022,M-139,"Public Address Amplifier (Brand: TOA, Model: A-31M)",1,No.
"16/06/2022",1/2022,M-139,"8-channel Mixer Pre-amplifier (Brand: TOA, Model: M-900MK2)",1,No.
"16/06/2022",1/2022,M-139,"Double Cassette Deck (Brand: JVC, Model: TD-W318)",1,No.
"16/06/2022",1/2022,M-139,"Paper Shredder (Brand: Ideal, Model: 2270)",1,No.
"16/06/2022",1/2022,M-139,"Digital Visual Presenter (Brand: Lumens, Model: DC162 SXGA) (Dismantled)",1,No.
"16/06/2022",1/2022,M-139,"Air Cleaner (Brand: Sharp, Model: KC-C150A-W)",5,Nos.
"16/06/2022",1/2022,M-140,Trolley for Stackable Chair,1,No.
"16/06/2022",1/2022,M-140,"Overhead Projector (Brand: Eiki, Model: OHP-4410H) (Dismantled)",1,No.
"16/06/2022",1/2022,M-140,"Visualizer (Brand: HITEC, Model: HV-995) (Dismantled)",1,No.
"16/06/2022",1/2022,M-140,Sound Bloster (Brand: Creative Labs),1,No.
"16/06/2022",1/2022,M-140,Microphone,1,No.
"16/06/2022",1/2022,M-140,"Microphone Floor Stand (Brand: Eliphone, Model: MS-204)",4,Nos.
"16/06/2022",1/2022,M-140,Microphone Stand (Brand: Eliphone),8,Nos.
"16/06/2022",1/2022,M-140,Box Type Keyboard Drawer,3,Nos.
"16/06/2022",1/2022,M-140,Computer Case (No Other Components),1,No.
"16/06/2022",1/2022,M-140,Electric Pencil Sharpener,2,Nos.
"16/06/2022",1/2022,M-140,Electric Stapler,1,No.
"16/06/2022",1/2022,M-140,"Walkie Talkie with Battery & Charger (Brand: Motorola, Model: T6200)",1,Set
"16/06/2022",1/2022,M-140,"Print Server (Brand: HP, Model: JetDirect 170X)",2,Nos.
"16/06/2022",1/2022,M-140,80GB Portable Hard Disk (Brand: Fujitsu) (Degaussed),3,Nos.
"16/06/2022",1/2022,M-140,500GB Portable Hard Disk (Brand: Seagate) (Degaussed),1,No.
"16/06/2022",1/2022,M-140,"Personal Response System (Brand: Logicode, Model: eVote)",3,Nos.
"16/06/2022",1/2022,M-140,"Bluetooth Keyboard (Brand: Logitech, Model: MX5000)",1,No.
"16/06/2022",1/2022,M-140,Air Purifier (Brand: Panasonic),4,Nos.
"16/06/2022",1/2022,M-140,"Air Purifier (Brand: Sharp, Model: Fu-Y30AW)",1,No.
"16/06/2022",1/2022,M-140,Pop-up Exhiibition Stand with 2 Spotlights,1,Set
"16/06/2022",1/2022,M-141,"Digital Camera (Brand: Canon, Model: Powershot G2)",1,No.
"16/06/2022",1/2022,M-141,"Digital Video Camcorder (Brand: Sony, Model: DCR-PC100E)",1,No.
"16/06/2022",1/2022,M-141,"Battery Charger for M-Series Battery (Brand: Sony, Model: BC-VM50)",1,No.
"16/06/2022",1/2022,M-141,"Color LaserJet Printer (Brand: HP, Model: 5500dtn) (Approx. 150 lbs)",1,No.
"16/06/2022",1/2022,M-141,"Blade Server (Brand: IBM, Model: HS22)",4,Nos.
"16/06/2022",1/2022,M-142,"Cordless Stereo Headphone (Brand: Philips, Model: SBC HC365)",1,No.
"16/06/2022",1/2022,M-142,"MP3 Player (512MB) (Brand: SAFA, Model: SR-M550F)",1,No.
"16/06/2022",1/2022,M-142,"Wireless Microphone (Brand: National, Model: WX-480A)",1,No.
"16/06/2022",1/2022,M-142,"Electronic Calculator (Brand: CASIO, Model: JS-20L)",10,No.
"16/06/2022",1/2022,M-142,Hole Punch,1,No.
"16/06/2022",1/2022,M-142,Heavy Duty Stapler,1,No.
"16/06/2022",1/2022,M-143,Cardiopulmonary Resuscitation Manometer (Model: CPR Plus),1,No.
"16/06/2022",1/2022,M-143,Automated External Defibrillator Training System (Model: Laerdal),3,Nos.
"16/06/2022",1/2022,M-143,Semi-Automatic Defibrillator (Model: Heartstart 3000),1,No.
"16/06/2022",1/2022,M-143,Automatic Defribrillator with External Accessories,3,Nos.
"16/06/2022",1/2022,M-143,Semi-Rigid Carrying Case,1,No.
"16/06/2022",1/2022,M-143,Sphygmomanometer with Blue Cuff & Zippered Case,2,Sets
"16/06/2022",1/2022,M-143,Wrist Blood Pressure Monitor,1,No.
"16/06/2022",1/2022,M-143,Automated External Defibrillator Training System (Model: Lifepak 500T),1,No.
"16/06/2022",1/2022,M-143,Automated External Defibrillator Training System (Model: Lifepak 500),1,No.
"16/06/2022",1/2022,M-144,"Microscope, Stereoscope (Brand: Yashima)",4,Nos.
"16/06/2022",1/2022,M-144,Microscope (Brand: MEIJI),21,Nos.
"16/06/2022",1/2022,M-144,Magnetic Stirrer (Brand: Stuart),1,No.
"16/06/2022",1/2022,M-144,"Microscope, Monocular (Brand: Philip Harris)",10,Nos.
"16/06/2022",1/2022,M-144,Data Logging System,1,Set
"16/06/2022",1/2022,M-144,PasPort Bundle including Datalogger and Sensor (Brand: Pasco),1,Set
"16/06/2022",1/2022,M-144,Microscope (Brand: Primo Star),5,Nos.
"16/06/2022",1/2022,M-144,Air Purifier (Brand: Sharp),1,No.
"16/06/2022",1/2022,M-144,Triple Beam Balance (Brand: Ohaus),6,Nos.
"16/06/2022",1/2022,M-144,Van De Graff Generator (Brand: Irwin),1,No.
"16/06/2022",1/2022,M-144,Bicycle Dynamo Assembly,1,No.
"16/06/2022",1/2022,M-144,Accessories for Van De Graff Generator,1,No.
"16/06/2022",1/2022,M-144,Electrometer and DC Amplifier (Brand: Unilab),1,No.
"16/06/2022",1/2022,M-144,Rotary Vacuum Pump,1,No.
"16/06/2022",1/2022,M-144,Ripple Tank & Accessories,3,Sets
"16/06/2022",1/2022,M-144,"Slide Projector (Brand: Kindermann, Model: AF250)",1,No.
"16/06/2022",1/2022,M-144,Data Logger Physics Bundle 750 (Brand: Pasco),1,Set
"16/06/2022",1/2022,M-144,Acceleration Sensor (Brand: Pasco),1,No.
"16/06/2022",1/2022,M-144,Charge Sensor (Brand: Pasco),1,No.
"16/06/2022",1/2022,M-144,Force Sensor (Brand: Pasco),2,Nos.
"16/06/2022",1/2022,M-144,Magnetic Field Sensor (Brand: Pasco),1,No.
"16/06/2022",1/2022,M-144,Rotary Motion Sensor (Brand: Pasco),1,No.
"16/06/2022",1/2022,M-144,Photogate / Pulley System (Brand: Pasco),1,Set
"16/06/2022",1/2022,M-144,Super Pulley Force Table (Brand: Pasco),1,No.
"16/06/2022",1/2022,M-144,Rotating Platform (Brand: Pasco),1,No.
"16/06/2022",1/2022,M-144,Centripetal Force Kit (Brand: Pasco),1,Set
"16/06/2022",1/2022,M-144,Rotational Accessory (Brand: Pasco),1,Set
"16/06/2022",1/2022,M-144,Infrared Sensor (Brand: Pasco),1,No.
"16/06/2022",1/2022,M-144,Bench Power Supply (Brand: Unilab),10,Nos.
"16/06/2022",1/2022,M-144,Motion Sensor (Brand: Pasco),1,No.
"16/06/2022",1/2022,M-144,Temperature Sensor (Brand: Pasco),1,No.
"16/06/2022",1/2022,M-144,Electric Stapler (Brand: Rapid),2,Nos.
"16/06/2022",1/2022,M-144,High Pressure Cleaner (Brand: Portotecnica),1,No.
"16/06/2022",1/2022,M-144,Reel Scoreboard,1,No.
"16/06/2022",1/2022,M-144,Volleyball Post (Dismantled),1,No.
"16/06/2022",1/2022,M-144,Safety Pad Trolley,2,Nos.
"16/06/2022",1/2022,M-145,CCTV Lens (Dismantled),17,Nos.
"16/06/2022",1/2022,M-145,Floor Dryer (Brand: Cha Bao),1,No.
"16/06/2022",1/2022,M-145,Shredder,1,No.
"16/06/2022",1/2022,M-145,Stainless Steel Signboard Railing Stand,1,No.
"16/06/2022",1/2022,M-145,Balance Cap. 300g (Brand: Ohaus),6,Nos.
"16/06/2022",1/2022,M-145,"Multimeter (Brand: Kyoritsu, Model: K-1400)",1,No.
"16/06/2022",1/2022,M-145,Interscale Demonstration Meter,2,Nos.
"16/06/2022",1/2022,M-145,Low Tension Variable Voltage Supply,2,No.
"16/06/2022",1/2022,M-145,Spark Counter,1,No.
"16/06/2022",1/2022,M-145,Linear Air Track,1,No.
"16/06/2022",1/2022,M-145,"Galvanometer, Internal Light Beam",1,No.
"16/06/2022",1/2022,M-145,Flat Solenoid,2,Nos.
"16/06/2022",1/2022,M-145,Storage Cupboard For Radioactive Source,1,No.
"16/06/2022",1/2022,M-145,Spring Balance (Brand: Waymaster),1,No.
"16/06/2022",1/2022,M-145,Sodium Lamp,1,No.
"16/06/2022",1/2022,M-145,"Variable Low Voltage Power Supply (Brand: Unilab, Model: 022.317)",1,No.
"16/06/2022",1/2022,M-145,"Trolley, Dynamic",10,No.
"16/06/2022",1/2022,M-145,Digital Multimeter,1,No.
"16/06/2022",1/2022,M-145,Regulated Power Supply Duel 15V,4,Nos.
"16/06/2022",1/2022,M-145,Interscale Demonstration Meter (Model 2),1,No.
"16/06/2022",1/2022,M-145,Electric Blower (Brand: Philip Harris),1,No.
"16/06/2022",1/2022,M-145,Speed of Sound Kit,1,Set
"16/06/2022",1/2022,M-145,Compact Light Source 100W (Brand: Philip Harris),1,No.
"16/06/2022",1/2022,M-145,Photo-Timing Gate (Brand: Unilab),2,Nos.
"16/06/2022",1/2022,M-145,Electrometer (Brand: Unilab),3,Nos.
"16/06/2022",1/2022,M-145,"Thomas Electro Magnetic Tube (Brand: Teltron, Model: TEL 2525)",1,No.
"16/06/2022",1/2022,M-145,Maltese Cross Tube (Brand: Teltron 523),1,No.
"16/06/2022",1/2022,M-145,Planar Diode,1,No.
"16/06/2022",1/2022,M-145,"Spectometer, Intermediate",1,No.
"16/06/2022",1/2022,M-145,"Perrin Tube (Brand: Teltron, Model: TEL 524)",1,No.
"16/06/2022",1/2022,M-145,Vernier Microscope,1,No.
"16/06/2022",1/2022,M-145,Cathode Ray Deflection Tube,1,No.
